governorate,last_actual_price,forecast_12m_price,forecast_12m_pct_change,trend_direction
Nabeul,2500.0,4149.017497156271,65.96069988625084,hausse
Ariana,2650.0,2797.4310207139097,5.563434743921119,hausse
Tunis,4000.0,3718.679742964088,-7.0330064258978044,baisse
Lac,10000.0,9287.971289042858,-7.120287109571419,baisse
La Marsa,6000.0,5534.178430169895,-7.763692830501744,baisse
