governorate,last_actual_price,forecast_12m_price,forecast_12m_pct_change,trend_direction
Sousse,1100.0,1416.3912855907943,28.76284414461766,hausse
Ben Arous,725.0,869.7734198598116,19.96874756687057,hausse
Nabeul,1300.0,1536.9153814932963,18.224260114868947,hausse
Ariana,1290.0,1431.6628709772517,10.981617905213312,hausse
Lac,3000.0,3230.034684584702,7.66782281949007,hausse
Tunis,1550.0,1267.964514568486,-18.195837769775096,baisse
La Marsa,2500.0,1263.9186350695156,-49.44325459721938,baisse
